Date,Confirmed Cases,Confirmed Deaths,Maximum,Minimum ,Average,City,Lat,Long,City,Population
4/21/20,23181,1002,53,36,44.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150313
4/22/20,24546,1072,63,40,51.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150314
4/23/20,25811,1142,57,43,50,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150315
4/24/20,27616,1220,50,40,45,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150316
4/25/20,29058,1267,47,42,44.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150317
4/26/20,30574,1313,63,41,52,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150318
4/27/20,31953,1347,68,40,54,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150319
4/28/20,33449,1457,76,48,62,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150320
4/29/20,34880,1516,61,43,52,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150321
4/30/20,36513,1607,56,42,49,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150322
5/1/20,38668,1673,68,38,53,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150323
5/2/20,40227,1743,77,59,68,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150324
5/3/20,42324,1786,74,48,61,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150325
5/4/20,43715,1802,48,40,44,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150326
5/5/20,45223,1922,49,40,44.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150327
5/6/20,46689,2004,63,40,51.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150328
5/7/20,48341,2110,66,45,55.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150329
5/8/20,50236,2197,46,34,40,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150330
5/9/20,51674,2264,59,31,45,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150331
5/10/20,52655,2317,55,37,46,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150332
5/11/20,53381,2361,52,41,46.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150333
5/12/20,55470,2449,63,41,52,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150334
5/13/20,56406,2589,69,42,55.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150335
5/14/20,58457,2675,73,54,63.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150336
5/15/20,59905,2762,79,54,66.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150337
5/16/20,61212,2814,67,50,58.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150338
5/17/20,62218,2839,68,53,60.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150339
5/18/20,63690,2889,64,53,58.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150340
5/19/20,64691,2980,59,52,55.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150341
5/20/20,66213,3074,66,53,59.5,Chicago,41.84144849,-87.81658794,"Cook, Illinois, US",5150342
